date,day,Home,Away,place,crowds
2023-05-02,화,삼성,키움,대구,10624
2023-05-03,수,두산,한화,잠실,14271
2023-05-03,수,SSG,KT,문학,7703
2023-05-03,수,NC,LG,창원,4874
2023-05-03,수,KIA,롯데,광주,13815
2023-05-03,수,삼성,키움,대구,13394
2023-05-04,목,두산,한화,잠실,10825
2023-05-04,목,SSG,KT,문학,7529
2023-05-04,목,삼성,키움,대구,12076
2023-05-05,금,키움,SSG,고척,16000
2023-05-06,토,키움,SSG,고척,11063
2023-05-07,일,한화,KT,한밭,8551
2023-05-07,일,두산,LG,잠실,22073
2023-05-07,일,키움,SSG,고척,7623
2023-05-09,화,KT,NC,수원,2764
2023-05-09,화,롯데,두산,사직,11643
2023-05-09,화,KIA,SSG,광주,8916
2023-05-09,화,한화,삼성,한밭,5014
2023-05-09,화,LG,키움,잠실,10421
2023-05-10,수,KT,NC,수원,3734
2023-05-10,수,롯데,두산,사직,11435
2023-05-10,수,KIA,SSG,광주,8481
2023-05-10,수,한화,삼성,한밭,5865
2023-05-10,수,LG,키움,잠실,12125
2023-05-11,목,KT,NC,수원,3934
2023-05-11,목,롯데,두산,사직,13350
2023-05-11,목,KIA,SSG,광주,8898
2023-05-11,목,한화,삼성,한밭,6007
2023-05-11,목,LG,키움,잠실,11773
2023-05-12,금,SSG,한화,문학,14395
2023-05-12,금,두산,KIA,잠실,20563
2023-05-12,금,삼성,LG,대구,13765
2023-05-12,금,KT,롯데,수원,10937
2023-05-12,금,키움,NC,고척,3866
2023-05-13,토,SSG,한화,문학,23000
2023-05-13,토,두산,KIA,잠실,23750
2023-05-13,토,삼성,LG,대구,21817
2023-05-13,토,KT,롯데,수원,18700
2023-05-13,토,키움,NC,고척,6573
2023-05-14,일,SSG,한화,문학,20757
2023-05-14,일,두산,KIA,잠실,23750
2023-05-14,일,삼성,LG,대구,18569
2023-05-14,일,KT,롯데,수원,15470
2023-05-14,일,키움,NC,고척,5634
2023-05-16,화,삼성,KIA,대구,9112
2023-05-16,화,LG,KT,잠실,8567
2023-05-16,화,한화,롯데,한밭,6138
2023-05-16,화,키움,두산,고척,5662
2023-05-16,화,NC,SSG,창원,4113
2023-05-17,수,삼성,KIA,대구,10979
2023-05-17,수,LG,KT,잠실,9838
2023-05-17,수,한화,롯데,한밭,6269
2023-05-17,수,키움,두산,고척,5232
2023-05-17,수,NC,SSG,창원,4344
2023-05-18,목,LG,KT,잠실,9155
2023-05-18,목,한화,롯데,한밭,6116
2023-05-18,목,키움,두산,고척,5742
2023-05-19,금,LG,한화,잠실,19798
2023-05-19,금,KT,두산,수원,6817
2023-05-19,금,롯데,SSG,사직,19011
2023-05-19,금,NC,삼성,창원,8493
2023-05-19,금,KIA,키움,광주,11290
2023-05-20,토,LG,한화,잠실,23750
2023-05-20,토,KT,두산,수원,13253
2023-05-20,토,롯데,SSG,사직,22990
2023-05-20,토,NC,삼성,창원,14870
2023-05-20,토,KIA,키움,광주,19030
2023-05-21,일,LG,한화,잠실,22054
2023-05-21,일,KT,두산,수원,10521
2023-05-21,일,롯데,SSG,사직,22990
2023-05-21,일,NC,삼성,창원,10910
2023-05-21,일,KIA,키움,광주,14617
2023-05-23,화,한화,KIA,한밭,6376
2023-05-23,화,SSG,LG,문학,12508
2023-05-23,화,롯데,NC,사직,15047
2023-05-23,화,두산,삼성,잠실,10733
2023-05-23,화,KT,키움,수원,4203
2023-05-24,수,한화,KIA,한밭,7004
2023-05-24,수,SSG,LG,문학,16829
2023-05-24,수,롯데,NC,사직,14244
2023-05-24,수,두산,삼성,잠실,11108
2023-05-24,수,KT,키움,수원,5173
2023-05-25,목,한화,KIA,한밭,8186
2023-05-25,목,SSG,LG,문학,17575
2023-05-25,목,롯데,NC,사직,15221
2023-05-25,목,두산,삼성,잠실,11005
2023-05-25,목,KT,키움,수원,5235
2023-05-26,금,NC,한화,창원,5952
2023-05-26,금,삼성,KT,대구,12874
2023-05-26,금,KIA,LG,광주,10954
2023-05-26,금,키움,롯데,고척,11692
2023-05-26,금,두산,SSG,잠실,10428
2023-05-27,토,NC,한화,창원,9558
2023-05-27,토,삼성,KT,대구,17305
2023-05-27,토,KIA,LG,광주,17931
2023-05-27,토,키움,롯데,고척,16000
2023-05-28,일,삼성,KT,대구,14523
2023-05-28,일,KIA,LG,광주,17015
2023-05-28,일,키움,롯데,고척,16000
2023-05-30,화,KIA,KT,광주,5352
2023-05-30,화,LG,롯데,잠실,20330
2023-05-30,화,NC,두산,창원,3180
2023-05-30,화,SSG,삼성,문학,10232
2023-05-30,화,한화,키움,한밭,4486
2023-05-31,수,KIA,KT,광주,7244
2023-05-31,수,LG,롯데,잠실,21269
2023-05-31,수,NC,두산,창원,4180
2023-05-31,수,SSG,삼성,문학,10745
2023-05-31,수,한화,키움,한밭,4384
2023-06-01,목,LG,롯데,잠실,22020
2023-06-01,목,SSG,삼성,문학,9028
2023-06-01,목,한화,키움,한밭,5040
2023-06-02,금,롯데,KIA,사직,18996
2023-06-02,금,LG,NC,잠실,10238
2023-06-02,금,KT,두산,수원,5157
2023-06-02,금,한화,삼성,한밭,6675
2023-06-02,금,SSG,키움,문학,12533
2023-06-03,토,롯데,KIA,사직,22990
2023-06-03,토,LG,NC,잠실,18890
2023-06-03,토,KT,두산,수원,12155
2023-06-03,토,한화,삼성,한밭,12000
2023-06-03,토,SSG,키움,문학,19071
2023-06-04,일,롯데,KIA,사직,22990
2023-06-04,일,LG,NC,잠실,15096
2023-06-04,일,KT,두산,수원,10239
2023-06-04,일,한화,삼성,한밭,12000
2023-06-04,일,SSG,키움,문학,17007
2023-06-06,화,두산,한화,잠실,21146
2023-06-06,화,롯데,KT,사직,20441
2023-06-06,화,키움,LG,고척,14903
2023-06-06,화,삼성,NC,대구,14639
2023-06-06,화,KIA,SSG,광주,15130
2023-06-07,수,두산,한화,잠실,8497
2023-06-07,수,롯데,KT,사직,10066
2023-06-07,수,키움,LG,고척,5390
2023-06-07,수,삼성,NC,대구,7119
2023-06-07,수,KIA,SSG,광주,7569
2023-06-08,목,두산,한화,잠실,8509
2023-06-08,목,롯데,KT,사직,10504
2023-06-08,목,키움,LG,고척,6076
2023-06-08,목,삼성,NC,대구,5989
2023-06-08,목,KIA,SSG,광주,6646
2023-06-09,금,두산,KIA,잠실,16250
2023-06-09,금,한화,LG,한밭,6005
2023-06-09,금,삼성,롯데,대구,15893
2023-06-09,금,NC,SSG,창원,5110
2023-06-09,금,KT,키움,수원,5033
2023-06-10,토,두산,KIA,잠실,22233
2023-06-10,토,한화,LG,한밭,11072
2023-06-10,토,삼성,롯데,대구,24000
2023-06-10,토,NC,SSG,창원,11026
2023-06-10,토,KT,키움,수원,9622
2023-06-11,일,두산,KIA,잠실,18623
2023-06-11,일,한화,LG,한밭,7601
2023-06-11,일,삼성,롯데,대구,18496
2023-06-11,일,NC,SSG,창원,7210
2023-06-11,일,KT,키움,수원,6806
2023-06-13,화,롯데,한화,사직,16007
2023-06-13,화,키움,KIA,고척,7834
2023-06-13,화,SSG,KT,문학,6568
2023-06-13,화,NC,두산,창원,3699
2023-06-13,화,LG,삼성,잠실,11103
2023-06-14,수,롯데,한화,사직,10803
2023-06-14,수,키움,KIA,고척,8016
2023-06-14,수,SSG,KT,문학,6579
2023-06-14,수,NC,두산,창원,3154
2023-06-14,수,LG,삼성,잠실,11725
2023-06-15,목,롯데,한화,사직,12594
2023-06-15,목,키움,KIA,고척,8528
2023-06-15,목,SSG,KT,문학,6736
2023-06-15,목,NC,두산,창원,3633
2023-06-15,목,LG,삼성,잠실,12023
2023-06-16,금,SSG,롯데,문학,18013
2023-06-16,금,KIA,NC,광주,10170
2023-06-16,금,LG,두산,잠실,18826
2023-06-16,금,KT,삼성,수원,6998
2023-06-16,금,한화,키움,한밭,7005
2023-06-17,토,SSG,롯데,문학,23000
2023-06-17,토,KIA,NC,광주,15992
2023-06-17,토,LG,두산,잠실,22878
2023-06-17,토,KT,삼성,수원,14935
2023-06-17,토,한화,키움,한밭,11008
2023-06-18,일,SSG,롯데,문학,19156
2023-06-18,일,KIA,NC,광주,13967
2023-06-18,일,LG,두산,잠실,19038
2023-06-18,일,KT,삼성,수원,10137
2023-06-18,일,한화,키움,한밭,8163
2023-06-20,화,한화,KIA,한밭,5451
2023-06-20,화,NC,LG,창원,3433
2023-06-20,화,KT,롯데,수원,5773
2023-06-20,화,두산,SSG,잠실,6186
2023-06-20,화,삼성,키움,대구,7667
2023-06-21,수,한화,KIA,한밭,5207
2023-06-21,수,NC,LG,창원,3571
2023-06-21,수,KT,롯데,수원,6024
2023-06-21,수,두산,SSG,잠실,5473
2023-06-21,수,삼성,키움,대구,7453
2023-06-22,목,한화,KIA,한밭,7675
2023-06-22,목,NC,LG,창원,4997
2023-06-22,목,KT,롯데,수원,7861
2023-06-22,목,두산,SSG,잠실,7291
2023-06-22,목,삼성,키움,대구,10176
2023-06-23,금,NC,한화,창원,6376
2023-06-23,금,KIA,KT,광주,9018
2023-06-23,금,LG,롯데,잠실,21089
2023-06-23,금,키움,두산,고척,7316
2023-06-23,금,SSG,삼성,문학,12744
2023-06-24,토,NC,한화,창원,13791
2023-06-24,토,KIA,KT,광주,14043
2023-06-24,토,LG,롯데,잠실,23750
2023-06-24,토,키움,두산,고척,11717
2023-06-24,토,SSG,삼성,문학,20062
2023-06-25,일,LG,롯데,잠실,20846
2023-06-25,일,키움,두산,고척,9549
2023-06-25,일,SSG,삼성,문학,14722
2023-06-27,화,한화,KT,한밭,4625
2023-06-27,화,SSG,LG,문학,12244
2023-06-27,화,두산,NC,잠실,5302
2023-06-27,화,롯데,삼성,사직,11654
2023-06-27,화,KIA,키움,광주,5349
2023-06-28,수,한화,KT,한밭,5007
2023-06-28,수,SSG,LG,문학,11045
2023-06-28,수,두산,NC,잠실,5400
2023-06-28,수,롯데,삼성,사직,13787
2023-06-28,수,KIA,키움,광주,4816
2023-06-30,금,삼성,한화,대구,8114
2023-06-30,금,LG,KIA,잠실,20568
2023-06-30,금,KT,NC,수원,4596
2023-06-30,금,롯데,두산,울산,6894
2023-06-30,금,키움,SSG,고척,7164
2023-07-01,토,삼성,한화,대구,18151
2023-07-01,토,LG,KIA,잠실,23750
2023-07-01,토,KT,NC,수원,9551
2023-07-01,토,롯데,두산,울산,10013
2023-07-01,토,키움,SSG,고척,10836
2023-07-02,일,삼성,한화,대구,12395
2023-07-02,일,LG,KIA,잠실,20959
2023-07-02,일,KT,NC,수원,5406
2023-07-02,일,롯데,두산,울산,7588
2023-07-02,일,키움,SSG,고척,9512
2023-07-04,화,키움,NC,고척,4474
2023-07-04,화,삼성,두산,포항,4182
2023-07-05,수,SSG,KIA,문학,13025
2023-07-05,수,LG,KT,잠실,9707
2023-07-05,수,한화,롯데,한밭,7760
2023-07-05,수,키움,NC,고척,4027
2023-07-05,수,삼성,두산,포항,5902
2023-07-06,목,SSG,KIA,문학,17513
2023-07-06,목,LG,KT,잠실,10736
2023-07-06,목,한화,롯데,한밭,10061
2023-07-06,목,키움,NC,고척,4013
2023-07-06,목,삼성,두산,포항,6923
2023-07-07,금,KT,KIA,수원,16315
2023-07-07,금,두산,키움,잠실,14123
2023-07-08,토,KT,KIA,수원,18700
2023-07-08,토,롯데,LG,사직,19496
2023-07-08,토,한화,SSG,한밭,12000
2023-07-08,토,NC,삼성,창원,12462
2023-07-08,토,두산,키움,잠실,19676
2023-07-09,일,KT,KIA,수원,18700
2023-07-09,일,롯데,LG,사직,15860
2023-07-09,일,한화,SSG,한밭,10168
2023-07-09,일,NC,삼성,창원,8522
2023-07-09,일,두산,키움,잠실,11472
2023-07-11,화,키움,KT,고척,4217
2023-07-12,수,LG,한화,잠실,17812
2023-07-12,수,키움,KT,고척,3890
2023-07-12,수,NC,롯데,창원,13074
2023-07-12,수,SSG,두산,문학,19699
2023-07-12,수,KIA,삼성,광주,8470
2023-07-13,목,키움,KT,고척,4520
2023-07-13,목,NC,롯데,창원,10316
2023-07-13,목,KIA,삼성,광주,7085
2023-07-21,금,삼성,KT,대구,7833
2023-07-21,금,한화,NC,한밭,8475
2023-07-21,금,KIA,두산,광주,9779
2023-07-21,금,LG,SSG,잠실,17524
2023-07-21,금,롯데,키움,사직,13431
2023-07-22,토,삼성,KT,대구,10356
2023-07-22,토,한화,NC,한밭,10021
2023-07-22,토,롯데,키움,사직,14266
2023-07-23,일,삼성,KT,대구,8613
2023-07-23,일,롯데,키움,사직,11470
2023-07-25,화,키움,한화,고척,9886
2023-07-25,화,NC,KIA,창원,5668
2023-07-25,화,KT,LG,수원,7948
2023-07-25,화,두산,롯데,잠실,12700
2023-07-25,화,삼성,SSG,대구,5557
2023-07-26,수,키움,한화,고척,11324
2023-07-26,수,NC,KIA,창원,6325
2023-07-26,수,KT,LG,수원,8134
2023-07-26,수,두산,롯데,잠실,13620
2023-07-26,수,삼성,SSG,대구,6955
2023-07-27,목,키움,한화,고척,11650
2023-07-27,목,NC,KIA,창원,7279
2023-07-27,목,KT,LG,수원,8413
2023-07-27,목,두산,롯데,잠실,12511
2023-07-27,목,삼성,SSG,대구,7663
2023-07-28,금,SSG,한화,문학,14386
2023-07-28,금,NC,KT,창원,4676
2023-07-28,금,두산,LG,잠실,16987
2023-07-28,금,KIA,롯데,광주,10295
2023-07-28,금,키움,삼성,고척,7755
2023-07-29,토,SSG,한화,문학,21344
2023-07-29,토,NC,KT,창원,8309
2023-07-29,토,두산,LG,잠실,21126
2023-07-29,토,KIA,롯데,광주,14754
2023-07-29,토,키움,삼성,고척,11851
2023-07-30,일,SSG,한화,문학,18158
2023-07-30,일,NC,KT,창원,6181
2023-07-30,일,두산,LG,잠실,19500
2023-07-30,일,KIA,롯데,광주,11796
2023-07-30,일,키움,삼성,고척,11235
2023-08-01,화,삼성,KIA,포항,6912
2023-08-01,화,롯데,NC,사직,13326
2023-08-01,화,한화,두산,한밭,10225
2023-08-01,화,KT,SSG,수원,7831
2023-08-01,화,LG,키움,잠실,12159
2023-08-02,수,삼성,KIA,포항,6477
2023-08-02,수,롯데,NC,사직,11444
2023-08-02,수,한화,두산,한밭,9011
2023-08-02,수,KT,SSG,수원,7780
2023-08-02,수,LG,키움,잠실,11740
2023-08-03,목,삼성,KIA,포항,6357
2023-08-03,목,롯데,NC,사직,10162
2023-08-03,목,한화,두산,한밭,9024
2023-08-03,목,KT,SSG,수원,7521
2023-08-03,목,LG,키움,잠실,12179
2023-08-04,금,KIA,한화,광주,11495
2023-08-04,금,두산,KT,잠실,6358
2023-08-04,금,삼성,LG,대구,10856
2023-08-04,금,롯데,SSG,사직,8545
2023-08-04,금,NC,키움,창원,5107
2023-08-05,토,KIA,한화,광주,13487
2023-08-05,토,두산,KT,잠실,8847
2023-08-05,토,삼성,LG,대구,15879
2023-08-05,토,롯데,SSG,사직,10670
2023-08-05,토,NC,키움,창원,8244
2023-08-06,일,KIA,한화,광주,10125
2023-08-06,일,두산,KT,잠실,6744
2023-08-06,일,삼성,LG,대구,11446
2023-08-06,일,롯데,SSG,사직,8162
2023-08-06,일,NC,키움,창원,6583
2023-08-08,화,KT,한화,수원,9704
2023-08-08,화,키움,롯데,고척,8376
2023-08-08,화,SSG,NC,문학,8131
2023-08-08,화,두산,삼성,잠실,8519
2023-08-09,수,KT,한화,수원,10099
2023-08-09,수,KIA,LG,광주,3700
2023-08-09,수,키움,롯데,고척,7424
2023-08-09,수,SSG,NC,문학,6473
2023-08-09,수,두산,삼성,잠실,8344
2023-08-10,목,키움,롯데,고척,6240
2023-08-11,금,롯데,KIA,사직,10118
2023-08-11,금,KT,NC,수원,5969
2023-08-11,금,한화,두산,한밭,7333
2023-08-11,금,SSG,삼성,문학,7495
2023-08-11,금,LG,키움,잠실,11910
2023-08-12,토,롯데,KIA,사직,16677
2023-08-12,토,KT,NC,수원,10138
2023-08-12,토,한화,두산,한밭,12000
2023-08-12,토,SSG,삼성,문학,18055
2023-08-12,토,LG,키움,잠실,17624
2023-08-13,일,롯데,KIA,사직,14325
2023-08-13,일,KT,NC,수원,9736
2023-08-13,일,한화,두산,한밭,11007
2023-08-13,일,SSG,삼성,문학,16473
2023-08-13,일,LG,키움,잠실,18279
2023-08-15,화,NC,한화,창원,10116
2023-08-15,화,두산,KT,잠실,11069
2023-08-15,화,삼성,LG,대구,14248
2023-08-15,화,롯데,SSG,사직,11871
2023-08-15,화,KIA,키움,광주,11541
2023-08-16,수,NC,한화,창원,5033
2023-08-16,수,두산,KT,잠실,5160
2023-08-16,수,삼성,LG,대구,7441
2023-08-16,수,롯데,SSG,사직,10542
2023-08-16,수,KIA,키움,광주,7050
2023-08-17,목,NC,한화,창원,4875
2023-08-17,목,두산,KT,잠실,4943
2023-08-17,목,삼성,LG,대구,7415
2023-08-17,목,롯데,SSG,사직,9843
2023-08-17,목,KIA,키움,광주,6159
2023-08-18,금,삼성,KIA,대구,10630
2023-08-18,금,한화,KT,한밭,7003
2023-08-18,금,SSG,LG,문학,14549
2023-08-18,금,키움,롯데,고척,8817
2023-08-19,토,삼성,KIA,대구,17448
2023-08-19,토,한화,KT,한밭,11606
2023-08-19,토,SSG,LG,문학,23000
2023-08-19,토,키움,롯데,고척,13423
2023-08-19,토,두산,NC,잠실,12240
2023-08-20,일,삼성,KIA,대구,12586
2023-08-20,일,한화,KT,한밭,8762
2023-08-20,일,SSG,LG,문학,18441
2023-08-20,일,키움,롯데,고척,12545
2023-08-20,일,두산,NC,잠실,8286
2023-08-22,화,KT,KIA,수원,7916
2023-08-22,화,키움,두산,고척,6455
2023-08-22,화,한화,삼성,한밭,5806
2023-08-23,수,키움,두산,고척,6455
2023-08-24,목,KT,KIA,수원,9846
2023-08-24,목,LG,롯데,잠실,15547
2023-08-24,목,SSG,NC,문학,6683
2023-08-24,목,키움,두산,고척,6819
2023-08-25,금,KIA,한화,광주,8457
2023-08-25,금,롯데,KT,사직,10709
2023-08-25,금,NC,LG,창원,9288
2023-08-25,금,두산,SSG,잠실,8363
2023-08-25,금,삼성,키움,대구,11135
2023-08-26,토,KIA,한화,광주,16812
2023-08-26,토,롯데,KT,사직,15657
2023-08-26,토,NC,LG,창원,13484
2023-08-26,토,두산,SSG,잠실,15101
2023-08-26,토,삼성,키움,대구,17586
2023-08-27,일,KIA,한화,광주,12627
2023-08-27,일,롯데,KT,사직,10735
2023-08-27,일,NC,LG,창원,8771
2023-08-27,일,두산,SSG,잠실,11300
2023-08-27,일,삼성,키움,대구,13461
2023-08-30,수,SSG,키움,문학,7809
2023-08-31,목,한화,롯데,한밭,7179
2023-08-31,목,KIA,NC,광주,7152
2023-08-31,목,LG,두산,잠실,17859
2023-08-31,목,KT,삼성,수원,8071
2023-08-31,목,SSG,키움,문학,9780
2023-09-01,금,LG,한화,잠실,20381
2023-09-01,금,SSG,KIA,문학,17281
2023-09-01,금,키움,KT,고척,3746
2023-09-01,금,삼성,NC,대구,12843
2023-09-02,토,LG,한화,잠실,23574
2023-09-02,토,SSG,KIA,문학,23000
2023-09-02,토,키움,KT,고척,6731
2023-09-02,토,삼성,NC,대구,20468
2023-09-03,일,LG,한화,잠실,22858
2023-09-03,일,SSG,KIA,문학,23000
2023-09-03,일,키움,KT,고척,5778
2023-09-03,일,삼성,NC,대구,14601
2023-09-03,일,롯데,두산,사직,11436
2023-09-04,월,롯데,두산,사직,4621
2023-09-05,화,KT,LG,수원,10153
2023-09-05,화,한화,SSG,한밭,5124
2023-09-05,화,롯데,삼성,울산,5999
2023-09-05,화,NC,키움,창원,3511
2023-09-06,수,두산,KIA,잠실,20468
2023-09-06,수,KT,LG,수원,10075
2023-09-06,수,한화,SSG,한밭,7213
2023-09-06,수,롯데,삼성,울산,6380
2023-09-06,수,NC,키움,창원,4269
2023-09-07,목,두산,KIA,잠실,21838
2023-09-07,목,KT,LG,수원,10799
2023-09-07,목,한화,SSG,한밭,7236
2023-09-07,목,롯데,삼성,울산,7156
2023-09-07,목,NC,키움,창원,4780
2023-09-08,금,키움,한화,고척,7715
2023-09-08,금,KIA,LG,광주,12280
2023-09-08,금,NC,롯데,창원,12684
2023-09-08,금,KT,SSG,수원,7200
2023-09-08,금,두산,삼성,잠실,15991
2023-09-09,토,키움,한화,고척,9962
2023-09-09,토,키움,한화,고척,10028
2023-09-09,토,KIA,LG,광주,11820
2023-09-09,토,KIA,LG,광주,18462
2023-09-09,토,NC,롯데,창원,10933
2023-09-09,토,NC,롯데,창원,17861
2023-09-09,토,KT,SSG,수원,13739
2023-09-09,토,두산,삼성,잠실,14279
2023-09-09,토,두산,삼성,잠실,21514
2023-09-10,일,키움,한화,고척,11313
2023-09-10,일,KIA,LG,광주,13948
2023-09-10,일,NC,롯데,창원,13984
2023-09-10,일,KT,SSG,수원,11212
2023-09-10,일,두산,삼성,잠실,17467
2023-09-12,화,두산,한화,잠실,10169
2023-09-12,화,삼성,KIA,대구,9037
2023-09-12,화,SSG,KT,문학,10309
2023-09-12,화,롯데,NC,사직,8202
2023-09-13,수,NC,KT,창원,3919
2023-09-13,수,KIA,롯데,광주,6323
2023-09-14,목,삼성,KT,대구,6850
2023-09-14,목,두산,SSG,잠실,7257
2023-09-15,금,한화,LG,한밭,5724
2023-09-15,금,KIA,두산,광주,7350
2023-09-15,금,NC,삼성,창원,4129
2023-09-15,금,롯데,키움,사직,6409
2023-09-16,토,LG,SSG,잠실,18576
2023-09-17,일,한화,KT,한밭,7406
2023-09-17,일,한화,KT,한밭,6228
2023-09-17,일,삼성,롯데,대구,18746
2023-09-17,일,KIA,두산,광주,12878
2023-09-17,일,LG,SSG,잠실,15193
2023-09-17,일,LG,SSG,잠실,14237
2023-09-18,월,한화,KT,한밭,3425
2023-09-18,월,KIA,두산,광주,3482
2023-09-19,화,KIA,LG,광주,8871
2023-09-19,화,두산,NC,잠실,6726
2023-09-19,화,한화,SSG,한밭,4014
2023-09-19,화,KT,삼성,수원,7216
2023-09-19,화,롯데,키움,사직,5523
2023-09-21,목,한화,KIA,한밭,7747
2023-09-21,목,SSG,LG,문학,12353
2023-09-21,목,KT,롯데,수원,7691
2023-09-21,목,키움,NC,고척,5178
2023-09-21,목,삼성,두산,대구,7596
2023-09-22,금,KIA,KT,광주,10221
2023-09-22,금,SSG,롯데,문학,11561
2023-09-22,금,LG,NC,잠실,16269
2023-09-22,금,삼성,두산,대구,11568
