date,day,Home,Away,place,crowds
2024-09-04,수,NC,키움,창원,4956
2024-09-05,목,KIA,한화,광주,16083
2024-09-05,목,롯데,KT,사직,15864
2024-09-05,목,LG,SSG,잠실,12115
2024-09-05,목,NC,키움,창원,5214
2024-09-06,금,LG,한화,잠실,23750
2024-09-06,금,NC,KT,창원,5868
2024-09-06,금,롯데,삼성,사직,22464
2024-09-06,금,KIA,키움,광주,17103
2024-09-07,토,LG,한화,잠실,23750
2024-09-07,토,삼성,NC,대구,24000
2024-09-07,토,KT,두산,수원,18700
2024-09-07,토,롯데,SSG,사직,22758
2024-09-07,토,KIA,키움,광주,20500
2024-09-08,일,LG,한화,잠실,23750
2024-09-08,일,삼성,NC,대구,24000
2024-09-08,일,롯데,SSG,사직,18116
2024-09-08,일,KIA,키움,광주,20500
2024-09-10,화,SSG,한화,문학,19109
2024-09-10,화,LG,롯데,잠실,23750
2024-09-10,화,KT,NC,수원,6721
2024-09-10,화,키움,두산,고척,13822
2024-09-11,수,SSG,롯데,문학,16051
2024-09-11,수,KT,NC,수원,5815
2024-09-11,수,한화,삼성,한밭,11670
2024-09-11,수,LG,키움,잠실,13393
2024-09-12,목,KIA,롯데,광주,20500
2024-09-12,목,KT,NC,수원,5962
2024-09-12,목,한화,삼성,한밭,11719
2024-09-13,금,롯데,한화,사직,19675
2024-09-14,토,롯데,한화,사직,21514
2024-09-14,토,두산,KT,잠실,23750
2024-09-14,토,NC,LG,창원,15383
2024-09-14,토,SSG,삼성,문학,23000
2024-09-14,토,KIA,키움,광주,20500
2024-09-15,일,롯데,한화,사직,22758
2024-09-15,일,NC,LG,창원,10826
2024-09-15,일,SSG,삼성,문학,23000
2024-09-15,일,KIA,키움,광주,20500
2024-09-16,월,KT,KIA,수원,18700
2024-09-16,월,두산,키움,잠실,18894
2024-09-17,화,NC,한화,창원,9403
2024-09-17,화,SSG,KIA,문학,23000
2024-09-17,화,키움,KT,고척,11032
2024-09-17,화,롯데,LG,사직,18742
2024-09-17,화,두산,삼성,잠실,23750
2024-09-18,수,NC,한화,창원,9268
2024-09-18,수,롯데,LG,사직,21147
2024-09-18,수,KT,삼성,수원,18700
2024-09-19,목,NC,한화,창원,6010
2024-09-19,목,두산,KIA,잠실,23750
2024-09-19,목,롯데,LG,사직,16895
2024-09-19,목,KT,삼성,수원,12617
2024-09-19,목,SSG,키움,문학,14848
2024-09-21,토,LG,두산,잠실,23236
2024-09-21,토,LG,두산,잠실,23750
2024-09-21,토,KT,SSG,수원,15805
2024-09-22,일,한화,롯데,한밭,12000
2024-09-22,일,LG,두산,잠실,23750
2024-09-22,일,KT,SSG,수원,15049
2024-09-22,일,삼성,키움,대구,24000
2024-09-23,월,한화,롯데,한밭,10407
2024-09-23,월,두산,SSG,잠실,22489
2024-09-23,월,KIA,삼성,광주,20500
2024-09-24,화,키움,한화,고척,16000
2024-09-24,화,SSG,LG,문학,19911
2024-09-24,화,KT,롯데,수원,13304
2024-09-24,화,두산,NC,잠실,22064
2024-09-24,화,KIA,삼성,광주,20500
2024-09-25,수,LG,한화,잠실,23750
2024-09-25,수,KIA,롯데,광주,20500
2024-09-25,수,NC,SSG,창원,6157
2024-09-25,수,삼성,키움,대구,24000
2024-09-26,목,롯데,두산,사직,18727
2024-09-26,목,NC,SSG,창원,6377
2024-09-26,목,LG,키움,잠실,21593
2024-09-27,금,한화,KIA,한밭,12000
2024-09-27,금,롯데,NC,사직,22758
2024-09-27,금,KT,키움,수원,12824
2024-09-28,토,롯데,KIA,사직,22758
2024-09-28,토,삼성,LG,대구,24000
2024-09-28,토,NC,두산,창원,17891
2024-09-28,토,한화,SSG,한밭,12000
2024-09-28,토,KT,키움,수원,18700
2024-09-29,일,한화,NC,한밭,12000
2024-09-30,월,KIA,NC,광주,20500
2024-09-30,월,SSG,키움,문학,23000
2024-10-01,화,NC,롯데,창원,17891
