date,day,Home,Away,place,crowds
2025-09-05,금,삼성,키움,대구,24000
2025-09-06,토,삼성,한화,대구,24000
2025-09-06,토,NC,KIA,창원,15040
2025-09-07,일,삼성,한화,대구,24000
2025-09-07,일,NC,KIA,창원,11095
2025-09-07,일,LG,SSG,잠실,23750
2025-09-09,화,롯데,한화,사직,18109
2025-09-09,화,키움,LG,고척,14773
2025-09-09,화,KT,두산,수원,12252
2025-09-10,수,롯데,한화,사직,22011
2025-09-10,수,두산,LG,잠실,17856
2025-09-10,수,NC,SSG,창원,4514
2025-09-10,수,KIA,삼성,광주,9793
2025-09-11,목,LG,KT,잠실,20722
2025-09-11,목,KIA,롯데,광주,9614
2025-09-11,목,키움,NC,고척,7035
2025-09-11,목,삼성,SSG,대구,24000
2025-09-12,금,KIA,두산,광주,9617
2025-09-13,토,LG,KIA,잠실,23750
2025-09-13,토,삼성,KT,대구,24000
2025-09-13,토,NC,두산,창원,12658
2025-09-13,토,롯데,SSG,사직,22669
2025-09-13,토,한화,키움,대전,17000
2025-09-14,일,LG,KIA,잠실,23750
2025-09-14,일,삼성,KT,대구,24000
2025-09-14,일,NC,두산,창원,11711
2025-09-14,일,한화,키움,대전,17000
2025-09-15,월,한화,키움,대전,17000
2025-09-16,화,KIA,한화,광주,9197
2025-09-16,화,KT,LG,수원,11481
2025-09-16,화,삼성,롯데,대구,24000
2025-09-16,화,NC,SSG,창원,5145
2025-09-16,화,두산,키움,잠실,12716
2025-09-17,수,KIA,한화,광주,6782
2025-09-17,수,NC,SSG,창원,5083
2025-09-17,수,두산,키움,잠실,10037
2025-09-18,목,KIA,한화,광주,10841
2025-09-18,목,KT,LG,수원,7016
2025-09-18,목,KT,LG,수원,14875
2025-09-18,목,NC,삼성,창원,12039
2025-09-18,목,두산,키움,잠실,13498
2025-09-19,금,NC,롯데,창원,17983
2025-09-20,토,KT,한화,수원,18700
2025-09-20,토,KIA,NC,광주,17739
2025-09-20,토,SSG,두산,문학,23000
2025-09-20,토,LG,삼성,잠실,23750
2025-09-20,토,롯데,키움,사직,22669
2025-09-21,일,KIA,NC,광주,13805
2025-09-21,일,SSG,두산,문학,23000
2025-09-21,일,KT,삼성,수원,18700
2025-09-22,월,SSG,두산,문학,13067
2025-09-23,화,SSG,KIA,문학,19974
2025-09-23,화,롯데,NC,울산,9690
2025-09-23,화,삼성,두산,대구,23950
2025-09-23,화,KT,키움,수원,12632
2025-09-24,수,키움,KIA,고척,16000
2025-09-24,수,NC,LG,창원,10764
2025-09-24,수,삼성,롯데,대구,23940
2025-09-25,목,두산,한화,잠실,23750
2025-09-25,목,SSG,KT,문학,15279
2025-09-25,목,롯데,LG,울산,9315
2025-09-25,목,삼성,키움,대구,23089
2025-09-26,금,SSG,KT,문학,19087
2025-09-26,금,한화,LG,대전,17000
2025-09-26,금,두산,NC,잠실,18418
2025-09-26,금,롯데,삼성,사직,22669
2025-09-27,토,한화,LG,대전,17000
2025-09-27,토,KIA,NC,광주,14945
2025-09-27,토,두산,SSG,잠실,23750
2025-09-28,일,두산,롯데,잠실,23750
2025-09-28,일,키움,삼성,고척,16000
2025-09-29,월,한화,LG,대전,17000
2025-09-29,월,SSG,롯데,문학,22184
2025-09-29,월,KIA,NC,광주,3634
2025-09-30,화,삼성,KIA,대구,23933
2025-09-30,화,NC,KT,창원,14235
2025-09-30,화,한화,롯데,대전,17000
2025-09-30,화,LG,두산,잠실,23750
2025-09-30,화,키움,SSG,고척,16000
2025-10-01,수,SSG,한화,문학,23000
2025-10-01,수,KIA,KT,광주,6777
2025-10-01,수,LG,NC,잠실,23750
2025-10-02,목,KIA,SSG,광주,8043
2025-10-03,금,KT,한화,수원,18700
2025-10-04,토,NC,SSG,창원,17983
2025-10-04,토,KIA,삼성,광주,17513
